listen_id,date_key,user_id,track_id,device_id,geo_id,listen_seconds,is_skipped,is_completed,session_id,is_first_time_user_track
156,20250404,2223,600,14,53,64,0,0,411959,1
157,20240327,111,109,20,20,255,0,1,50271,1
158,20250202,327,574,14,35,10,1,0,152535,0
159,20250425,461,188,19,31,285,0,1,481936,1
160,20240611,565,556,5,4,88,0,0,9906,1
161,20240526,981,132,6,10,67,0,0,224803,1
162,20250212,1682,27,2,32,265,0,1,455782,0
163,20250413,2244,531,19,16,230,0,1,317930,1
164,20250618,1327,307,3,6,7,1,0,443696,1
165,20240305,1358,584,3,15,152,0,1,243646,1
166,20250305,762,230,6,46,259,0,1,386336,1
167,20240820,2021,240,6,39,117,0,0,126619,1
168,20241213,288,393,15,49,180,0,1,75892,1
169,20250615,715,525,6,31,5,1,0,426490,1
170,20250516,252,21,2,10,183,0,0,285945,1
171,20240921,538,434,8,9,51,0,0,269385,1
172,20250919,1519,138,16,55,26,1,0,38947,1
173,20250623,321,118,15,59,271,0,1,429964,1
174,20240104,254,49,3,41,111,0,0,360480,1
175,20240223,2096,6,16,49,206,0,1,88815,1
176,20251006,310,185,5,52,95,0,0,493066,1
177,20241111,1564,434,11,55,31,0,0,332228,1
178,20250116,848,281,11,6,124,0,0,414067,1
179,20250506,2258,58,12,19,11,1,0,279168,1
180,20241020,1811,335,4,29,38,0,0,179933,1
181,20241205,158,545,6,8,40,0,0,264032,0
182,20250529,2253,563,20,3,143,0,0,469412,1
183,20240627,1017,401,2,41,233,0,1,491202,1
184,20251225,704,382,3,49,20,1,0,457081,1
185,20241225,1731,240,4,34,126,0,0,466162,1
186,20240802,1831,331,10,27,106,0,1,439374,1
187,20240516,721,504,4,58,181,0,1,310571,1
188,20250804,848,289,12,6,175,0,1,461423,1
189,20251018,390,565,13,2,12,1,0,461989,1
190,20251021,1521,432,20,20,155,0,1,401505,1
191,20251004,2379,271,1,27,16,1,0,183010,1
192,20240529,1024,574,17,38,79,0,0,183376,0
193,20240318,2493,574,16,25,133,0,0,236057,1
194,20250928,447,264,9,12,10,1,0,173511,1
195,20251109,2005,483,11,48,133,0,1,272821,1
196,20251109,2323,574,6,32,21,1,0,278044,0
197,20250930,1758,406,12,55,121,0,0,219441,1
198,20250314,286,574,13,55,172,0,1,222524,1
199,20250417,778,45,3,28,192,0,1,231763,0
200,20240523,224,574,1,37,190,0,1,287388,0
201,20251029,1540,444,9,13,183,0,1,277419,1
202,20240307,2497,78,6,47,102,0,1,473868,1
203,20250826,899,59,15,30,96,0,0,83149,1
204,20250315,412,479,5,14,45,0,0,318292,1
205,20240927,647,148,13,12,212,0,1,269919,1
206,20240524,1468,27,13,26,139,0,0,441283,0
207,20251211,1467,96,13,48,8,1,0,352615,1
208,20240521,571,51,16,17,208,0,1,488974,1
209,20240404,1885,82,13,29,242,0,1,493220,1
210,20241230,232,361,15,55,86,0,1,252747,1
211,20250607,1588,361,17,26,81,0,1,355816,0
212,20241008,1053,302,7,11,5,1,0,468602,1
213,20250525,324,492,3,20,72,0,0,224837,1
214,20240713,1620,15,4,43,182,0,1,141518,0
215,20240725,1731,574,15,34,189,0,1,495671,1
216,20250603,1090,588,17,35,193,0,0,134382,1
217,20240415,2010,574,16,60,11,1,0,445039,0
218,20241117,1305,155,6,50,150,0,0,350445,1
219,20240215,683,574,4,30,169,0,1,97154,1
220,20250119,2376,483,17,8,24,1,0,407740,1
221,20241230,2355,325,4,21,165,0,0,348947,1
222,20240411,249,586,11,54,144,0,1,274700,1
223,20240530,2358,122,1,53,167,0,0,287078,1
224,20251008,1960,404,2,32,244,0,1,19070,1
225,20241009,276,108,2,51,124,0,0,259013,1
226,20240205,1307,151,5,50,209,0,1,51816,1
227,20240925,93,554,16,12,202,0,1,58384,1
228,20250812,1521,434,1,20,53,0,0,52273,0
229,20241003,2338,471,7,37,20,1,0,466950,1
230,20240412,888,235,5,31,51,0,0,256822,1
231,20250702,1305,574,5,37,28,1,0,232748,0
232,20250503,571,307,5,43,139,0,1,24602,0
233,20250710,1388,209,2,9,166,0,0,306462,1
234,20240201,2021,82,3,45,242,0,1,397821,1
235,20250823,540,154,12,55,191,0,0,314187,1
236,20240113,1429,521,12,59,198,0,1,279205,1
237,20240206,855,214,4,42,7,1,0,128822,1
238,20240518,1875,201,2,4,268,0,0,320506,1
239,20240518,1792,254,2,38,7,1,0,39242,1
240,20250310,1786,208,18,46,208,0,1,364524,1
241,20251021,913,361,2,27,83,0,1,463167,1
242,20240123,1529,574,14,43,112,0,0,495731,1
243,20250121,1669,574,13,3,27,1,0,167636,0
244,20240731,1742,574,3,42,28,1,0,240993,0
245,20240517,1484,425,7,43,85,0,1,224471,1
246,20251114,2190,582,3,27,103,0,0,280324,1
247,20251222,611,240,15,19,24,1,0,112483,1
248,20250221,147,94,16,9,172,0,1,441757,1
249,20240901,2397,574,6,46,110,0,0,367193,0
250,20241006,162,542,1,38,150,0,0,494239,1
251,20240724,2270,257,13,16,178,0,1,227039,0
252,20240209,1571,135,11,6,235,0,1,471479,1
253,20240223,2301,241,4,37,135,0,1,420315,1
254,20240203,1456,288,20,52,145,0,0,34347,1
255,20250113,2089,561,4,43,28,1,0,351262,1
256,20250217,1840,258,15,1,103,0,0,80728,1
257,20241117,1331,323,6,14,91,0,1,494733,1
258,20251228,874,82,6,34,264,0,1,232143,0
259,20241121,9,479,17,28,172,0,1,42295,1
260,20240409,614,434,14,56,82,0,1,159510,0
261,20240528,2376,62,4,8,82,0,1,261331,1
262,20240618,668,171,20,17,40,0,0,267843,1
263,20240724,1890,189,18,25,164,0,0,255092,1
264,20251205,1304,433,2,52,130,0,1,123580,1
265,20240204,741,22,7,51,228,0,1,153386,1
266,20251203,2481,404,10,40,28,1,0,33672,1
267,20241208,119,151,9,50,18,1,0,283410,0
268,20250120,1507,574,12,40,7,1,0,166731,0
269,20250804,1150,544,18,10,108,0,0,114479,0
270,20250216,201,388,9,37,7,1,0,468596,1
271,20250412,537,178,1,30,248,0,1,194856,1
272,20250327,1774,153,2,18,21,1,0,460488,1
273,20240610,284,37,7,33,211,0,1,409700,1
274,20240328,2021,253,4,27,228,0,1,81963,1
275,20241221,1592,62,18,34,39,0,0,232487,1
276,20240903,256,434,16,11,40,0,0,327649,1
277,20240119,684,574,8,10,189,0,1,277483,0
278,20240106,352,45,3,25,183,0,1,438618,1
279,20250424,2009,574,19,59,59,0,0,349766,0
280,20240729,1360,266,12,30,62,0,0,149060,1
281,20250405,9,27,16,28,244,0,1,83898,1
282,20241202,1394,45,19,7,200,0,1,143771,1
283,20240101,1216,1,7,53,116,0,0,377520,1
284,20240130,1645,411,18,50,85,0,0,428402,1
285,20250114,92,157,9,25,375,0,1,107579,1
286,20240824,93,314,14,23,138,0,0,430652,1
287,20250215,837,479,20,54,10,1,0,150102,1
288,20240710,1758,279,2,55,52,0,0,437685,1
289,20250713,1713,92,4,38,160,0,1,263126,1
290,20251008,676,565,6,39,15,1,0,400130,0
291,20250917,543,101,11,11,183,0,1,113511,1
292,20240303,1748,479,14,52,161,0,1,11526,0
293,20240421,67,450,11,44,143,0,0,222124,1
294,20240809,1436,529,5,49,149,0,1,185362,1
295,20240312,1048,298,15,28,324,0,1,480011,1
296,20250926,581,574,13,44,93,0,0,290807,0
297,20240516,1309,59,11,19,181,0,1,422433,1
298,20250114,547,365,9,57,126,0,0,205795,1
299,20240326,1454,465,12,23,109,0,0,54185,1
300,20240711,374,574,10,18,64,0,0,198916,0
301,20240719,993,434,11,26,10,1,0,417010,0
302,20250525,1305,434,3,37,84,0,1,185673,0
303,20240417,87,574,16,56,19,1,0,453723,0
304,20241201,1567,273,19,23,201,0,1,247931,1
305,20250504,1885,362,17,29,25,1,0,457878,1
306,20240113,2377,439,19,6,57,0,0,230547,1
307,20241001,501,156,9,15,242,0,1,246234,1
308,20250202,517,254,14,9,10,1,0,89248,1
309,20240827,728,450,6,23,229,0,1,87285,1
310,20240217,2238,262,9,15,86,0,0,57019,1
311,20250708,993,574,17,26,189,0,1,320062,0
312,20240324,716,395,14,10,117,0,0,253858,1
313,20250427,1868,455,14,22,258,0,1,276157,0
314,20250612,101,81,14,37,12,1,0,38827,1
315,20240417,1407,574,11,18,171,0,1,435709,0
316,20250605,1119,595,12,39,143,0,0,486631,1
317,20240512,1591,439,16,42,27,1,0,343755,1
318,20241011,1860,104,8,38,104,0,0,135897,1
319,20240227,774,372,3,39,83,0,0,255662,1
320,20240615,1626,50,17,41,203,0,1,433426,1
321,20250426,1326,33,18,43,161,0,1,116283,1
322,20240122,339,183,17,32,84,0,1,240934,1
323,20250405,2225,115,14,12,124,0,1,241686,1
324,20250621,1898,574,5,41,17,1,0,368769,0
325,20250223,2306,494,15,51,158,0,1,398345,1
326,20250523,1839,471,9,54,60,0,0,139234,1
327,20240829,597,497,4,1,131,0,0,461112,1
328,20250711,1069,237,1,5,23,1,0,359852,1
329,20250116,937,594,7,12,379,0,1,353030,1
330,20240319,95,400,12,59,117,0,1,62052,1
331,20250217,1004,102,18,13,172,0,0,488505,1
332,20240207,830,439,9,20,29,1,0,265507,1
333,20250619,15,382,12,25,187,0,0,373173,0
334,20240528,2155,428,14,51,217,0,1,209226,1
335,20241215,370,156,17,20,23,1,0,99229,1
336,20250804,1282,404,1,60,124,0,0,429244,1
337,20240816,1984,45,11,11,185,0,1,122434,1
338,20240424,1556,538,5,19,191,0,1,397093,1
339,20240114,426,425,7,24,12,1,0,250254,1
340,20250316,1580,434,16,35,13,1,0,465627,0
341,20251109,1905,397,7,29,185,0,1,184703,1
342,20250413,2170,585,8,28,5,1,0,115956,1
343,20240420,762,45,16,46,198,0,1,273568,1
344,20250723,89,314,11,33,239,0,0,221134,1
345,20251106,1563,439,12,13,176,0,1,1619,1
346,20240104,571,424,9,22,67,0,0,43100,1
347,20250622,1973,476,1,38,284,0,1,145037,1
348,20250405,1742,577,2,42,123,0,0,134122,1
349,20250914,1955,325,7,29,111,0,0,120834,1
350,20251106,2413,528,2,42,15,1,0,377483,1
351,20250101,1515,341,6,5,22,1,0,354107,1
352,20241129,2270,481,20,16,44,0,0,205453,1
353,20240718,1641,343,18,10,186,0,1,407248,1
354,20250628,464,306,2,53,202,0,1,213487,1
355,20240719,2016,574,19,22,176,0,1,250501,0
356,20241011,1772,447,15,60,22,1,0,269965,1
357,20251209,2434,444,12,3,187,0,1,244624,1
358,20240405,595,359,3,50,240,0,1,478920,1
359,20240106,790,43,12,47,11,1,0,440817,1
360,20240909,2090,236,6,26,225,0,1,250345,1
361,20250902,169,29,11,16,182,0,0,129237,1
362,20250522,1616,481,6,44,134,0,1,402833,1
363,20250528,1373,527,15,43,214,0,1,212577,1
364,20240308,426,27,11,24,246,0,1,82857,1
365,20250622,420,343,14,54,105,0,0,211281,1
366,20241111,2048,574,17,10,174,0,1,181777,0
367,20240117,32,52,18,50,238,0,1,445737,1
368,20240213,1874,235,13,57,125,0,1,497399,1
369,20250803,1861,59,4,39,89,0,0,61847,1
370,20250930,1666,342,9,40,15,1,0,27669,1
371,20241107,1000,361,6,25,86,0,1,332260,1
372,20251018,71,259,5,42,232,0,1,85592,1
373,20240707,2021,565,16,45,118,0,1,79182,0
374,20241106,321,273,9,59,62,0,0,287384,0
375,20240217,680,57,19,2,67,0,0,218035,1
376,20240928,2360,527,20,9,99,0,0,231244,1
377,20240228,716,108,10,10,87,0,0,455107,0
378,20250813,616,476,6,5,292,0,1,204433,1
379,20250910,2428,289,3,31,97,0,0,295878,1
380,20251001,225,112,4,25,153,0,0,218648,1
381,20251006,403,50,12,52,26,1,0,4617,0
382,20250406,1086,551,12,59,123,0,1,336082,1
383,20250125,1989,113,3,20,106,0,0,468221,1
384,20251010,2233,585,3,17,6,1,0,426066,1
385,20250508,1898,361,2,46,50,0,0,438233,1
386,20250107,2433,479,10,51,22,1,0,212178,1
387,20240104,38,392,13,34,206,0,1,34144,1
388,20240416,1582,600,1,21,132,0,1,10251,1
389,20250506,306,135,3,54,222,0,1,234739,1
390,20251228,2280,259,1,4,147,0,0,86515,1
391,20241009,2341,574,6,14,22,1,0,80637,0
392,20251015,720,87,1,54,100,0,1,387934,1
393,20240602,2103,434,5,2,83,0,1,285521,1
394,20250817,1608,574,5,47,171,0,1,15350,0
395,20250918,254,591,20,9,185,0,0,323677,1
396,20251017,1547,529,11,36,47,0,0,305826,0
397,20241114,2433,45,5,51,24,1,0,315204,0
398,20240102,739,394,3,7,15,1,0,228359,1
399,20250611,7,449,14,33,21,1,0,447378,1
400,20251227,2433,186,17,51,20,1,0,192788,1
401,20250712,1017,441,12,41,166,0,1,196176,1
402,20241114,1072,574,11,43,51,0,0,155287,0
403,20240129,1813,434,4,55,88,0,1,430756,1
404,20240122,1555,337,6,2,175,0,1,49382,1
405,20240616,716,495,9,16,177,0,0,161179,1
406,20250417,254,177,1,9,29,1,0,201759,1
407,20240912,2101,438,2,28,101,0,0,67406,1
408,20240314,1218,347,10,45,153,0,0,126516,1
409,20250815,1730,431,3,33,139,0,0,63926,1
410,20240728,2176,334,1,12,94,0,0,382564,1
411,20240629,42,273,15,30,51,0,0,27619,1
412,20240825,2174,29,14,15,222,0,1,382198,0
413,20240218,1890,434,10,22,63,0,0,348486,1
414,20251010,2361,574,18,18,152,0,0,320169,0
415,20250604,571,231,16,34,166,0,1,50719,1
416,20250511,765,434,3,39,74,0,0,196927,0
417,20251124,1702,477,12,5,56,0,0,385992,1
418,20251203,2318,425,3,4,91,0,1,252399,1
419,20240720,2487,574,20,45,180,0,1,195813,0
420,20240118,1024,574,12,38,118,0,0,284122,1
421,20240724,1382,574,19,21,59,0,0,171552,1
422,20250906,431,279,10,8,63,0,0,405559,1
423,20250210,1773,59,11,25,8,1,0,46531,1
424,20240506,2134,264,7,39,26,1,0,113614,1
425,20241015,2014,361,12,49,83,0,1,229951,1
426,20240820,831,27,2,10,178,0,0,74145,0
427,20251013,2400,565,4,22,19,1,0,332135,1
428,20250916,312,574,13,41,29,1,0,397729,0
429,20240208,1253,434,4,56,85,0,1,15845,1
430,20240209,1431,399,4,43,156,0,0,274099,1
431,20250420,1376,254,14,22,139,0,0,122716,1
432,20251224,1907,574,10,33,180,0,1,132239,0
433,20250909,1565,290,2,18,200,0,0,430275,0
434,20250415,203,101,12,11,141,0,0,456813,1
435,20250624,459,574,10,11,175,0,1,408674,1
436,20241213,1356,562,17,7,50,0,0,90544,1
437,20240725,1775,209,6,51,5,1,0,349148,1
438,20251213,1305,386,18,37,13,1,0,182623,0
439,20250307,857,404,8,46,126,0,0,266739,1
440,20250323,134,574,15,23,52,0,0,29301,0
441,20250709,1988,381,7,8,14,1,0,448472,1
442,20240622,1267,278,19,54,199,0,1,125190,1
443,20240207,1380,411,5,36,95,0,0,234695,1
444,20250420,1168,574,18,20,142,0,0,301515,0
445,20241223,636,29,8,35,20,1,0,450769,1
446,20240229,670,434,6,41,81,0,1,132627,1
447,20250924,169,45,7,16,197,0,1,218908,0
448,20251020,1811,153,14,29,18,1,0,27992,0
449,20240601,659,455,10,14,205,0,0,104558,1
450,20250417,707,467,19,16,100,0,0,300730,1
451,20251230,2488,558,10,9,155,0,1,314515,1
452,20250417,934,369,20,52,143,0,1,220361,1
453,20250107,1305,529,2,37,16,1,0,235146,1
454,20241126,937,345,8,12,205,0,1,80989,1
455,20240427,684,96,3,56,164,0,1,312007,1
456,20250816,15,298,3,25,321,0,1,288318,1
457,20250429,2170,82,14,28,262,0,1,252741,1
458,20250714,1188,378,10,51,18,1,0,226178,1
459,20251101,1838,354,3,36,202,0,1,282137,1
460,20250226,2387,152,18,23,21,1,0,198114,1
461,20251025,9,326,13,28,77,0,0,329043,1
462,20241225,1739,425,13,41,27,1,0,88738,1
463,20241029,310,289,2,52,17,1,0,85106,1
464,20241107,1137,117,12,22,193,0,1,349,1
465,20241204,2152,574,13,9,108,0,0,261603,0
466,20250918,187,530,2,3,116,0,1,91702,1
467,20251116,2473,108,11,16,182,0,0,449141,1
468,20251110,1506,321,11,1,14,1,0,350934,1
469,20241003,965,248,1,60,168,0,0,468210,1
470,20250511,43,597,13,12,173,0,1,225175,1
471,20250822,1520,476,8,21,296,0,1,41274,1
472,20251217,1257,434,8,47,83,0,1,205767,0
473,20250316,541,62,9,1,45,0,0,448427,1
474,20251202,1242,86,10,9,191,0,1,106875,1
475,20250114,22,574,14,4,187,0,1,336942,0
476,20250311,2499,302,3,5,46,0,0,305544,1
477,20250417,788,14,4,28,19,1,0,433820,1
478,20241219,1205,340,14,46,59,0,0,109304,1
479,20250322,1985,434,15,23,87,0,1,400809,1
480,20250115,1813,172,19,55,123,0,0,9788,1
481,20250421,2236,280,9,7,87,0,0,365192,1
482,20241103,2349,163,10,25,28,1,0,294792,0
483,20240526,486,294,6,26,6,1,0,499135,1
484,20250831,948,581,9,37,267,0,1,116080,1
485,20240128,1754,308,5,8,229,0,0,134664,1
486,20250602,116,535,4,56,20,1,0,148896,1
487,20250624,1826,59,11,14,195,0,1,490731,1
488,20250311,15,521,6,25,26,1,0,333511,1
489,20250529,2288,347,7,32,189,0,0,3559,1
490,20250814,1831,240,19,27,100,0,0,260696,1
491,20240618,1459,397,15,37,204,0,1,170836,1
492,20250315,1061,229,20,42,197,0,1,341402,1
493,20240816,2466,537,8,37,85,0,0,375705,1
494,20251026,1868,521,16,43,133,0,0,248736,0
495,20250806,2036,125,5,31,136,0,0,15228,1
496,20240111,2096,288,7,17,214,0,1,150475,1
497,20250907,49,59,9,15,192,0,1,105162,1
498,20250129,146,4,7,22,168,0,0,169601,1
499,20240331,489,177,13,33,26,1,0,79458,1
500,20250711,1682,388,10,32,12,1,0,247614,1
501,20241124,1590,495,15,32,220,0,1,314151,1
502,20250830,775,574,14,55,131,0,0,497185,0
503,20240719,2428,280,16,45,105,0,0,237716,1
504,20241208,244,3,13,38,83,0,0,211619,0
505,20250224,1965,434,6,47,82,0,1,455012,0
506,20240718,1209,101,11,25,173,0,1,89257,1
507,20250922,1027,397,19,14,11,1,0,183028,0
508,20240611,63,306,2,9,130,0,0,24337,1
509,20240325,1852,167,14,35,7,1,0,497976,1
510,20240928,1948,179,4,8,61,0,0,202682,1
511,20241105,762,222,6,46,6,1,0,196210,1
512,20251028,1305,82,20,37,67,0,0,316161,0
513,20250825,1561,465,9,4,192,0,1,490770,0
514,20250204,888,262,19,31,35,0,0,143037,1
515,20250813,1576,474,3,36,269,0,1,292419,0
516,20250615,1078,403,18,41,249,0,0,30793,1
517,20240114,2211,122,6,2,179,0,0,253168,1
518,20241108,1832,201,7,21,344,0,1,220411,1
519,20250704,288,574,19,49,172,0,1,424037,1
520,20250526,2017,279,11,44,135,0,0,169680,1
521,20250812,805,58,12,4,291,0,1,372963,1
522,20251209,2342,434,12,29,91,0,1,76549,1
523,20250920,1550,222,16,17,143,0,1,384600,1
524,20250225,69,312,11,2,26,1,0,425803,1
525,20250516,1865,101,4,10,93,0,0,269232,1
526,20251129,329,9,2,25,125,0,1,338140,1
527,20240723,2210,404,10,11,93,0,0,271156,1
528,20250821,2368,289,16,5,79,0,0,146784,1
529,20241021,1779,269,8,60,73,0,0,298945,1
530,20240622,1360,574,13,30,187,0,1,497135,0
531,20240913,1542,152,2,59,23,1,0,210888,1
532,20240616,1061,404,17,42,23,1,0,310289,1
533,20240513,214,551,8,42,129,0,1,98486,1
534,20251005,2325,307,4,31,131,0,1,176331,1
535,20240727,780,495,17,15,203,0,1,155547,1
536,20240629,755,388,7,33,142,0,1,172215,1
537,20240207,486,230,20,29,16,1,0,240457,1
538,20240618,2486,574,17,37,124,0,0,210246,1
539,20241127,2351,247,12,26,78,0,0,149841,1
540,20241009,837,308,1,54,19,1,0,382953,1
541,20240219,623,434,19,9,84,0,1,274227,0
542,20250507,2030,413,7,37,176,0,1,474805,1
